MW,logP,HBD,HBA,TPSA,RotBonds,Aromatic,Dielectric,Dipole,RefractiveIndex,Viscosity,SurfaceTension,Density,MeltingPoint,BoilingPoint,FlashPoint,VaporPressure,ET30,Polarity,HBond_acidity,HBond_basicity,Polarizability,DN,AN
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
32.042500000000004,-0.845,1.5,1.5,20.23,0.0,0.0,52.199999999999996,1.77,1.347,0.982,47.45,0.893,-57.05,89.2,13.0,4.125,57.5,7.699999999999999,1.015,0.61,3.2800000000000002,32.5,45.95
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
58.08,-0.24,0.0,1.0,17.07,0.0,0.0,20.7,2.88,1.359,0.306,23.7,0.791,-94.7,56.2,-20.0,24.0,42.2,5.1,0.08,0.48,6.33,17.0,12.5
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
38.0475,-0.8099999999999999,1.0,1.5,18.65,0.0,0.0,50.4,2.365,1.346,0.598,48.25,0.894,-47.35,78.1,-20.0,13.15,52.650000000000006,7.6499999999999995,0.625,0.475,3.89,25.0,33.65
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
29.5325,-0.86,1.0,1.5,22.009999999999998,0.0,0.0,58.8,2.885,1.3385,0.6295,51.05,0.8915,-22.85,90.8,6.0,6.005000000000001,54.35,8.0,0.6799999999999999,0.435,2.9250000000000003,23.55,36.849999999999994
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
72.11,0.46,0.0,1.0,9.23,0.0,0.0,7.58,1.75,1.407,0.456,26.4,0.889,-108.4,66.0,-14.0,19.3,37.4,4.0,0.0,0.55,6.97,20.0,8.0
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
72.11,0.46,0.0,1.0,9.23,0.0,0.0,7.58,1.75,1.407,0.456,26.4,0.889,-108.4,66.0,-14.0,19.3,37.4,4.0,0.0,0.55,6.97,20.0,8.0
100.04,0.4,1.0,1.0,20.23,1.0,0.0,26.7,2.52,1.291,1.73,20.1,1.383,-43.0,74.0,23.0,8.5,59.8,8.6,1.51,0.0,5.73,0.0,53.0
32.042500000000004,-0.845,1.5,1.5,20.23,0.0,0.0,52.199999999999996,1.77,1.347,0.982,47.45,0.893,-57.05,89.2,13.0,4.125,57.5,7.699999999999999,1.015,0.61,3.2800000000000002,32.5,45.95
43.56,-0.325,0.5,1.0,22.009999999999998,0.0,0.0,30.9,2.8049999999999997,1.3525,0.7215,25.700000000000003,0.7875000000000001,-79.9,80.0,9.5,7.83,48.75,5.5,0.525,0.575,4.755000000000001,23.05,28.0
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
43.56,-0.325,0.5,1.0,22.009999999999998,0.0,0.0,30.9,2.8049999999999997,1.3525,0.7215,25.700000000000003,0.7875000000000001,-79.9,80.0,9.5,7.83,48.75,5.5,0.525,0.575,4.755000000000001,23.05,28.0
43.56,-0.325,0.5,1.0,22.009999999999998,0.0,0.0,30.9,2.8049999999999997,1.3525,0.7215,25.700000000000003,0.7875000000000001,-79.9,80.0,9.5,7.83,48.75,5.5,0.525,0.575,4.755000000000001,23.05,28.0
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
32.042500000000004,-0.845,1.5,1.5,20.23,0.0,0.0,52.199999999999996,1.77,1.347,0.982,47.45,0.893,-57.05,89.2,13.0,4.125,57.5,7.699999999999999,1.015,0.61,3.2800000000000002,32.5,45.95
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
29.5325,-0.86,1.0,1.5,22.009999999999998,0.0,0.0,58.8,2.885,1.3385,0.6295,51.05,0.8915,-22.85,90.8,6.0,6.005000000000001,54.35,8.0,0.6799999999999999,0.435,2.9250000000000003,23.55,36.849999999999994
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
59.0275,-0.48999999999999994,1.5,1.5,20.23,0.5,0.0,53.4,2.185,1.3119999999999998,1.31,46.45,1.19,-21.5,87.0,23.0,5.4,61.45,9.399999999999999,1.3399999999999999,0.235,3.5900000000000003,16.5,53.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
98.96,1.48,0.0,0.0,0.0,1.0,0.0,10.4,1.83,1.444,0.779,32.2,1.253,-35.3,83.5,13.0,8.7,41.3,3.5,0.0,0.0,8.0,0.0,16.7
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
32.042500000000004,-0.845,1.5,1.5,20.23,0.0,0.0,52.199999999999996,1.77,1.347,0.982,47.45,0.893,-57.05,89.2,13.0,4.125,57.5,7.699999999999999,1.015,0.61,3.2800000000000002,32.5,45.95
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
32.042500000000004,-0.845,1.5,1.5,20.23,0.0,0.0,52.199999999999996,1.77,1.347,0.982,47.45,0.893,-57.05,89.2,13.0,4.125,57.5,7.699999999999999,1.015,0.61,3.2800000000000002,32.5,45.95
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
